mrph;fName;id;ref;PoS;cls;gD;lm;std;tx
n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;a;Mensch;чьловѣкъ;чьловѣ́ци;чци
n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастъирі
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.pf.;c;reden;рещи;рѣ́шѧ;рѣшѧ
n.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гъ;дроугь
$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;zu;къ;къ;кь
d.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гоу ;дроугоу, 
2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weitergehen;прѣити;прѣидѣ́мъ;прѣидѣмъ
$;Bibelstellen;LK_2;Lukas 2.15;int.;$;also;оубо;оу́бо;оубо
$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;bis;до;до;до
g.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.npr.;;Bethlehem;Виѳлеемъ;Виѳлее́ма ;віѳлеома, 
$;Bibelstellen;LK_2;Lukas 2.15;prn.;$;und;и;и;и
2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sehen;видѣти;ви́димъ;відімъ
a.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;a;Wort;глаголъ;глаго́лъ;гль
a.sg.m.;Bibelstellen;LK_2;Lukas 2.15;pron.;$;diese(r,s);сь;сь;сь
prc.prs.act.a.sg.m.em.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sein;бꙑти;бꙑ́въшьи ;бꙑвьшіи, 
g.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;$;rel.prn.;и;ѥго́;+егоже
$;Bibelstellen;LK_2;Lukas 2.15;part.;$;же;же;же;егоже
n.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;c;Herr;господь;го́сподь;гь
3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sagen;съказати;съказа́;съказа
d.pl.;Bibelstellen;LK_2;Lukas 2.15;prn.;$;ihr;вꙑ;на́мъ ;нам, 
$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.;;weitergehen;прѣити;прѣи́дѫ;прѣидѫ
prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;loseilen;подвигнѫти;подви́гъше;подвігьше
a.;Bibelstellen;LK_2;Lukas 2.16;prn.;$;refl.;сѧ;сѧ ;сѧ, 
$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.pf.;a;finden;обрѣсти;обрѣ́тѫ;обрѣтѫ
a.sg.;Bibelstellen;LK_2;Lukas 2.16;sf.npr.;;Maria;Мариꙗ;Мари́ѭ;маріѭ
$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и
g.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.npr.;;Joseph;Иосифъ;Ио́сифа ;иосифа, 
$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и
a.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.;;Kind;младьньць;младь́ньць;младьнець
prc.prs.act.a.sg.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;liegen;лежати;лежѧ́щь;лежѧшть
$;Bibelstellen;LK_2;Lukas 2.16;prp.;$;in;въ;въ;вь
l.pl.;Bibelstellen;LK_2;Lukas 2.16;sf.pl.;;Krippe;ꙗсли;ꙗ́сльхъ ;ѣслехъ, 
prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sitzen;сидѣти;сидѣ́въше;сидѣвъше
$;Bibelstellen;LK_2;Lukas 2.17;part.;$;же;же;же;же
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sagen;съказати;съказа́шѧ;ськазашѧ
$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о
l.sg.;Bibelstellen;LK_2;Lukas 2.17;sm.;a;Wort;глаголъ;глаго́лѣ ;глѣ, 
prc.prt.pass.l.sg.m.em.;Bibelstellen;LK_2;Lukas 2.17;vb.;a;sprechen;глаголати;глаго́ланѣмъ;гланѣмь
$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о
l.sg.;Bibelstellen;LK_2;Lukas 2.17;sn.;;Kind;отрочѧ;отрочѧ́те;отрочѧті
l.sg.n.;Bibelstellen;LK_2;Lukas 2.17;pron.;$;diese(r,s);сь ;семь ;семъ, 
$;Bibelstellen;LK_2;Lukas 2.18;prn.;$;und;и;и;и
n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;all,ganz;вьсь;вьси́;въсі
prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;vb.ip.;a;hören;слꙑшати;слꙑ́шавъше;слꙑшавъше
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.18;vb.;;wundern;дивити;диви́шѧ;дівішѧ
a.;Bibelstellen;LK_2;Lukas 2.18;prn.;$;refl.;сѧ;сѧ ;сѧ, 
$;Bibelstellen;LK_2;Lukas 2.18;prp.;;über;о;о;о
prc.prt.pass.l.pl.n.em.;Bibelstellen;LK_2;Lukas 2.18;vb.;a;sprechen;глаголати;глаго́ланъихъ;гланꙑихъ
$;Bibelstellen;LK_2;Lukas 2.18;prp.;$;von;отъ;отъ;отъ
g.pl.;Bibelstellen;LK_2;Lukas 2.18;sm.;;Schäfer;пастꙑрь;па́стꙑрь;пастъирь
$;Bibelstellen;LK_2;Lukas 2.18;prp.;$;zu;къ;къ;кь
d.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;$;er,sie,es;и ;нимъ ;німъ, 
n.sg.;Bibelstellen;LK_2;Lukas 2.19;sf.npr.;;Maria;Мариꙗ;Мари́ꙗ;маріѣ
$;Bibelstellen;LK_2;Lukas 2.19;part.;$;же;же;же;же
a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;prn.;;all,ganz;вьсь;вьсѧ́;вьсѧ
3.sg.impf.;Bibelstellen;LK_2;Lukas 2.19;vb.;;behüten;съблюдати;съблюда́аше;съблюдааше
a.pl.;Bibelstellen;LK_2;Lukas 2.19;sm.;a;Wort;глаголъ;глаго́лꙑ;глꙑ
a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;pron.;$;diese(r,s);сь;си́и;сіи 
$;Bibelstellen;LK_2;Lukas 2.19;prp.;$;in;въ;въ;въ
l.sg.;Bibelstellen;LK_2;Lukas 2.19;sn.;c/b;Herz;срьдьце;срь́дьци;срдци
l.sg.n.;Bibelstellen;LK_2;Lukas 2.19;prn.;$;sein,eigene(r,s);свои;своѥ́мь ;своімъ, 
$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;zurückkehren;възвратити;възврати́шѧ;възвратішѧ
a.;Bibelstellen;LK_2;Lukas 2.20;prn.;$;refl.;сѧ;сѧ;сѧ
n.pl.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастꙑрі,
prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;славити;сла́вѧще;славѧште
$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и
prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;хвалити;хвалѧ́ще;хвалѧште
g.sg.;Bibelstellen;LK_2;Lukas 2.20;sm.;c;Gott;богъ;бо́га ;ба, 
$;Bibelstellen;LK_2;Lukas 2.20;prp.;;über;о;о;о
l.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;all,ganz;вьсь;вьсѣ́хъ;всѣхъ
n.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;$;rel.prn.;и;ꙗ;+ѣже
$;Bibelstellen;LK_2;Lukas 2.20;part.;$;же;же;же;ѣже
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.ip.;a;hören;слꙑшати;слꙑ́шашѧ;слꙑшашѧ
$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и
3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;a;sehen;видѣти;ви́дѣшѧ ;відѣшѧ, 
$;Bibelstellen;LK_2;Lukas 2.20;adv.;$;wie;ꙗко;ꙗ́ко;+ѣкоже
$;Bibelstellen;LK_2;Lukas 2.20;part.;$;же;же;же;ѣкоже
prc.prt.pass.n.sg.n.;Bibelstellen;LK_2;Lukas 2.20;vb.;a;sprechen;глаголати;глаго́лано;глано
3.sg.aor.perf.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;a;sein;бꙑти;бꙑ́стъ;бъисть
$;Bibelstellen;LK_2;Lukas 2.20;prp.;$;zu;къ;къ;кь
d.pl.m.;Bibelstellen;LK_2;Lukas 2.20;prn.;$;er,sie,es;и;н҄и́мъ;нимъ 
n.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sf.;a;Sonntag;недѣл҄ꙗ;недѣ́л҄ꙗ;неꚞ
n.sg.f.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.num.ord.;;siebter;седьмъ;седьма́ꙗ;ж҃
g.sg.n.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.;;neu;новъ;но́ваѥго;ноⷡ
g.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sn.;;Jahr;лѣто ;лѣта ;лѣⷮ 
n.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sn.;a;Evangelium;еванђелиѥ;еванђе́лиѥ;еⷡ
$;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;prp.;$;von;отъ;отъ;оⷮ
g.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sm.npr.;;Lukas;Лоука;Лоу́кꙑ;лоуⷦ
n.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sf.;c;Kapitel;глава;глава́;глаⷡ
n.sg.f.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.num.ord.;;achtzigster;осмьдесѧтьнъ;осмьдесѧ́тьнаꙗ;+о҃д҃ 
$;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;prn.;$;und;и;и;+о҃д҃ 
n.sg.f.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.num.ord.;;fünfter;пѧтъ;пѧ́таꙗ ;о҃д҃ 
$;Bibelstellen;LK_8;Lukas 8.41;prp.;$;in;въ;въ;въ
a.sg.n.;Bibelstellen;LK_8;Lukas 8.41;prn.;$;jene(r,s);онъ;оно;+оноⷡ
a.sg.;Bibelstellen;LK_8;Lukas 8.41;sn.;c;Zeit;врѣмѧ;врѣмѧ;оноⷡ
n.sg.;Bibelstellen;LK_8;Lukas 8.41;sm.;a;Mensch;чьловѣкъ;чьловѣ́къ;ч҃к҃ъ
n.sg.m.;Bibelstellen;LK_8;Lukas 8.41;prn.;;irgendein;ѥтеръ;ѥтеръ;етеръ
3.sg.aor.;Bibelstellen;LK_8;Lukas 8.41;vb.pf.;b;kommen;приити;приде́;приде
$;Bibelstellen;LK_8;Lukas 8.41;prp.;$;zu;къ;къ;кь н҃с҃в҃и,
i.sg.;Bibelstellen;LK_8;Lukas 8.41;sn.;c;Name;имѧ;и́меньмь;именемъ
n.sg.;Bibelstellen;LK_8;Lukas 8.41;sm.npr.;;Ἴάειρος;Иаиръ;Иа́иръ ;аиръ, 
$;Bibelstellen;LK_8;Lukas 8.41;prn.;$;und;и;и;и
n.sg.m.;Bibelstellen;LK_8;Lukas 8.41;prn.;$;der,dieser;тъ;тъ;тъ
n.sg.;Bibelstellen;LK_8;Lukas 8.41;sm.;;Fürst,Vorsteher;кънѧꙃь;кънѧ́ꙃь;кьнѧꙃь
d.sg.;Bibelstellen;LK_8;Lukas 8.41;sn.;;Synagoge;съньмище;съньмищоу;сьньмиштоу
3.sg.impf.;Bibelstellen;LK_8;Lukas 8.41;vb.im.;a;sein;бꙑти;бѣ ;бѣ, 
$;Bibelstellen;LK_8;Lukas 8.41;prn.;$;und;и;и;и
3.sg.aor.;Bibelstellen;LK_8;Lukas 8.41;vb.;;fallen;пасти;па́дъ;падъ
$;Bibelstellen;LK_8;Lukas 8.41;prp.;$;bei;при;при;прі
l.du.;Bibelstellen;LK_8;Lukas 8.41;sf.;c;Bein,Fuß;нога;ногоу́;ногоу
l.du.f.;Bibelstellen;LK_8;Lukas 8.41;adj.;;Jesus-;исоусовъ;исоусовоу ;и҃с҃в҃оу, 
3.sg.impf.;Bibelstellen;LK_8;Lukas 8.41;vb.;b;bitten;молити;молѣаше;молѣаше
$;Bibelstellen;LK_8;Lukas 8.41;prn.;$;und;и;и;и
$;Bibelstellen;LK_8;Lukas 8.41;prp.;$;in;въ;въ;въ
a.sg.;Bibelstellen;LK_8;Lukas 8.41;sm.;;Haus;домъ;до́мъ;домъ
a.sg.m.;Bibelstellen;LK_8;Lukas 8.41;prn.;$;sein,eigene(r,s);свои;свои;свои
inf.;Bibelstellen;LK_8;Lukas 8.41;vb.pf.;;hineingehen;вънити;вънити;въніті 
$;Bibelstellen;LK_8;Lukas 8.42;adv.;$;wie;ꙗко;ꙗ́ко;ѣко
n.sg.;Bibelstellen;LK_8;Lukas 8.42;sf.;c;Tochter;дъщи;дъ́щи;дьшти
n.sg.f.;Bibelstellen;LK_8;Lukas 8.42;adj.;;einziggeboren;ѥдиночѧдъ;ѥдиночѧда;едіночѧда
d.sg.;Bibelstellen;LK_8;Lukas 8.42;prn.;$;er,sie,es;и;ѥмоу́;емоу
3.sg.impf.;Bibelstellen;LK_8;Lukas 8.42;vb.im.;a;sein;бꙑти;бѣ ;бѣ, 
$;Bibelstellen;LK_8;Lukas 8.42;adv.;$;wie;ꙗко;ꙗ́ко;ѣко
g.du.n.;Bibelstellen;LK_8;Lukas 8.42;num.;$;zwei;дъва;дъвою;дьвою
$;Bibelstellen;LK_8;Lukas 8.42;prp.;$;auf;на;на;на
l.sg.;Bibelstellen;LK_8;Lukas 8.42;num.;c;zehn;десѧть;де́сѧте;десѧте
g.du.;Bibelstellen;LK_8;Lukas 8.42;sn.;;Jahr;лѣто;лѣ́тоу ;лѣтоу, 
$;Bibelstellen;LK_8;Lukas 8.42;prn.;$;und;и;и;и
n.sg.f.;Bibelstellen;LK_8;Lukas 8.42;prn.;$;der,dieser;тъ;та;та
3.sg.impf.;Bibelstellen;LK_8;Lukas 8.42;vb.;;am sterben sein;оумирати;оумира́аше ;оумірааше, 
$;Bibelstellen;LK_8;Lukas 8.42;adv.;$;wann;ѥгда;ѥгда́;егда
$;Bibelstellen;LK_8;Lukas 8.42;part.;$;же;же;же;же
3.sg.impf.;Bibelstellen;LK_8;Lukas 8.42;vb.im.;b;gehen;ити;идѣ́аше;идѣаше
n.sg.;Bibelstellen;LK_8;Lukas 8.42;sm.npr.;a;Jesus;Исоусъ ;Исоусъ ;и҃с҃ь, 
n.pl.;Bibelstellen;LK_8;Lukas 8.42;sm.;;Volk,Leute;народъ;наро́ди;народі
3.pl.impf.;Bibelstellen;LK_8;Lukas 8.42;vb.im.;;bedrängen;оугнѣтати;оугнѣта́ахѫ;оугнѣтаахѫ
a.sg.m.;Bibelstellen;LK_8;Lukas 8.42;prn.;$;er,sie,es;и ;и ;и, 
$;Bibelstellen;LK_8;Lukas 8.49;adv.;$;noch;ѥще;ѥще́;еще
$;Bibelstellen;LK_8;Lukas 8.49;part.;$;же;же;же;же
d.sg.;Bibelstellen;LK_8;Lukas 8.49;prn.;$;er,sie,es;и;ѥмоу́;емоу
prc.prs.act.d.sg.m.;Bibelstellen;LK_8;Lukas 8.49;vb.;a;sprechen;глаголати;глаго́лѭщоу;г҃л҃щ҃ю,
3.sg.aor.;Bibelstellen;LK_8;Lukas 8.49;vb.pf.;b;kommen;приити;приде́;приде
n.sg.m.;Bibelstellen;LK_8;Lukas 8.49;prn.;;irgendein;ѥтеръ;ѥтеръ;етеръ
$;Bibelstellen;LK_8;Lukas 8.49;prp.;$;von;отъ;отъ;оⷮ
g.sg.;Bibelstellen;LK_8;Lukas 8.49;sm.;;Synagoge;сѵнагогъ;сѵнагога ;сунагога, 
prc.prs.act.n.sg.m.;Bibelstellen;LK_8;Lukas 8.49;vb.;a;sprechen;глаголати;глаго́лѧ;г҃лѧ
d.sg.;Bibelstellen;LK_8;Lukas 8.49;prn.;$;er,sie,es;и;ѥмоу;емоу,
$;Bibelstellen;LK_8;Lukas 8.49;adv.;$;wie;ꙗко;ꙗ́ко;ѣко
3.sg.aor.;Bibelstellen;LK_8;Lukas 8.49;vb.;;sterben;оумрѣти;оумрѣ́тъ;оумърѣтъ
n.sg.;Bibelstellen;LK_8;Lukas 8.49;sf.;c;Tochter;дъщи;дъщи́;дьщі
n.sg.f.;Bibelstellen;LK_8;Lukas 8.49;prn.poss.;$;dein;твои;твоꙗ́;твоѣ
$;Bibelstellen;LK_8;Lukas 8.49;part.;$;nicht;не;не;не
2.sg.imp.;Bibelstellen;LK_8;Lukas 8.49;vb.;;belästigen;двиꙃати;движи;движи
g.sg.;Bibelstellen;LK_8;Lukas 8.49;sm.;;Lehrer;оучитель;оучи́телꙗ ;оучителѣ̑, 
n.sg.;Bibelstellen;LK_8;Lukas 8.50;sm.npr.;a;Jesus;Исоусъ;Исоу́съ;и҃с҃ъ
$;Bibelstellen;LK_8;Lukas 8.50;part.;$;же;же;же;же
prc.prt.act.n.sg.m.;Bibelstellen;LK_8;Lukas 8.50;vb.ip.;a;hören;слꙑшати;слꙑ́шавъ;слꙑшавъ
$;Bibelstellen;MK_5;Markus 5.24 (Sav);prp.;$;in;въ;въ;въ
a.sg.n.;Bibelstellen;MK_5;Markus 5.24 (Sav);prn.;$;jene(r,s);онъ;оно́;+оноⷡ
a.sg.;Bibelstellen;MK_5;Markus 5.24 (Sav);sn.;c;Zeit;врѣмѧ;врѣ́мѧ;оноⷡ
3.sg.impf.;Bibelstellen;MK_5;Markus 5.24 (Sav);vb.im.;b;gehen;ити;идѣ́аше;идѣше
$;Bibelstellen;MK_5;Markus 5.24 (Sav);prp.;$;nach;по;по;по
l.sg.;Bibelstellen;MK_5;Markus 5.24 (Sav);sm.npr.;a;Jesus;Исоусъ;Исоу́сѣ;і҃с҃ѣ 
n.sg.;Bibelstellen;MK_5;Markus 5.24 (Sav);sm.;;Volk,Leute;народъ;наро́дъ;народъ
n.sg.m.;Bibelstellen;MK_5;Markus 5.24 (Sav);prn.;a;viel;мъногъ;мъно́гъ;многъ,
$;Bibelstellen;MK_5;Markus 5.24 (Sav);prn.;$;und;и;и;и
3.pl.impf.;Bibelstellen;MK_5;Markus 5.24 (Sav);vb.im.;;bedrängen;оугнѣтати;оугнѣта́ахѫ;оугнѣтахѫ
a.sg.m.;Bibelstellen;MK_5;Markus 5.24 (Sav);prn.;$;er,sie,es;и ;и ;і, 
$;Bibelstellen;MK_5;Markus 5.25 (Sav);prn.;$;und;и;и;и
n.sg.;Bibelstellen;MK_5;Markus 5.25 (Sav);sf.;b;Ehefrau;жена;жена́;жена
n.sg.f.;Bibelstellen;MK_5;Markus 5.25 (Sav);num.;b;eins;ѥдинъ;ѥдина́;едина
prc.prs.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.25 (Sav);vb.im.;a;sein;бꙑти;сѫ́щи;сѫщи
$;Bibelstellen;MK_5;Markus 5.25 (Sav);prp.;$;in;въ;въ;въ
l.sg.;Bibelstellen;MK_5;Markus 5.25 (Sav);sn.;a;Strom;точениѥ;точе́нии;точениі
g.sg.;Bibelstellen;MK_5;Markus 5.25 (Sav);sf.;b;Blut;крꙑ;кръ́ве ;крьве, 
g.pl.;Bibelstellen;MK_5;Markus 5.25 (Sav);sn.;;Jahr;лѣто;лѣ́тъ;лѣтъ
n.du.n.;Bibelstellen;MK_5;Markus 5.25 (Sav);num.;$;zwei;дъва;дъвѣ́;+в҃і҃, 
$;Bibelstellen;MK_5;Markus 5.25 (Sav);prp.;$;auf;на;на;+в҃і҃, 
l.sg.;Bibelstellen;MK_5;Markus 5.25 (Sav);num.;c;zehn;десѧть;де́сѧте ;в҃і҃, 
$;Bibelstellen;MK_5;Markus 5.26 (Sav);prn.;$;und;и;и;и
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Sav);prn.;a;viel;мъногъ;мъно́го;много
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Sav);vb.pf.;a;leiden;пострадати;пострада́въши;пострадавъши
$;Bibelstellen;MK_5;Markus 5.26 (Sav);prp.;$;von;отъ;отъ;отъ
g.pl.;Bibelstellen;MK_5;Markus 5.26 (Sav);sm.;;Arzt;врачь;враче́въ ;врачевъ, 
$;Bibelstellen;MK_5;Markus 5.26 (Sav);prn.;$;und;и;и;и
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Sav);vb.pf.;;aufwenden;изжити;ижди́въши;иждивъши
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Sav);prn.;;all,ganz;вьсь;вьсе́;все
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Sav);prn.;$;sein,eigene(r,s);свои;своѥ́ ;свое, 
$;Bibelstellen;MK_5;Markus 5.26 (Sav);prn.;$;und;и;и;и
$;Bibelstellen;MK_5;Markus 5.26 (Sav);part.;$;nicht,neĩ;ни;ни;ни
g.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Sav);num.;b;eins;ѥдинъ;ѥдино́ѩ;единоѩ
g.sg.;Bibelstellen;MK_5;Markus 5.26 (Sav);sf.;;Nutzen;польꙃа;по́льꙃѧ;пользѧ
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Sav);vb.pf.;a;finden;обрѣсти;обрѣ́тъши ;обрѣтъши, 
$;Bibelstellen;MK_5;Markus 5.26 (Sav);adv.;$;mehr;паче;па́че;паче
$;Bibelstellen;MK_5;Markus 5.26 (Sav);prp.;$;in;въ;въ;въ
a.sg.n.;Bibelstellen;MK_5;Markus 5.26 (Sav);adj.;;schlimmer;гор҄ь;го́р҄е;горе
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.26 (Sav);vb.pf.;;hineinfallen;въпасти;въпа́дъши ;въпадъши, 
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.27 (Sav);vb.ip.;a;hören;слꙑшати;слꙑ́шавъши;слꙑшавъши
g.sg.;Bibelstellen;MK_5;Markus 5.27 (Sav);sm.npr.;a;Jesus;Исоусъ;Исоу́са;і҃с҃а,
prc.prt.act.n.sg.f.;Bibelstellen;MK_5;Markus 5.27 (Sav);vb.pf.;b;kommen;приити;прише́дъши;пришъдъши
$;Bibelstellen;MK_5;Markus 5.27 (Sav);prp.;$;von;съ;съ;+съзади 
g.sg.;Bibelstellen;MK_5;Markus 5.27 (Sav);adv.;$;hinten;зади;за́ди ;съзади 
3.sg.aor.;Bibelstellen;MK_5;Markus 5.27 (Sav);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикоснѫ
a.;Bibelstellen;MK_5;Markus 5.27 (Sav);prn.;$;med.;сѧ;сѧ;сѧ,
l.sg.;Bibelstellen;MK_5;Markus 5.27 (Sav);sf.;;Gewand;риза;ри́зѣ;ризѣ
g.sg.;Bibelstellen;MK_5;Markus 5.27 (Sav);prn.;$;er,sie,es;и;ѥго́ ;его, 
3.sg.impf.;Bibelstellen;MK_5;Markus 5.28 (Sav);vb.;a;sprechen;глаголати;глаго́лааше;г҃л҃аше
$;Bibelstellen;MK_5;Markus 5.28 (Sav);cnj.;$;denn;бо;бо;бо,
$;Bibelstellen;MK_5;Markus 5.28 (Sav);adv.;$;dass;ꙗко;ꙗ́ко;ꙗко 
$;Bibelstellen;MK_5;Markus 5.28 (Sav);cnj.;$;wenn,if;аще;а́ще;аще
1.sg.prs.;Bibelstellen;MK_5;Markus 5.28 (Sav);vb.pf.;;berühren;прикоснѫти;прикоснѫ́;прикоснѫ
a.;Bibelstellen;MK_5;Markus 5.28 (Sav);prn.;$;med.;сѧ;сѧ;сѧ
l.sg.;Bibelstellen;MK_5;Markus 5.28 (Sav);sf.;;Gewand;риза;ри́зѣ;ризѣ
g.sg.;Bibelstellen;MK_5;Markus 5.28 (Sav);prn.;$;er,sie,es;и;ѥго́;его
prc.prt.pass.n.sg.f.;Bibelstellen;MK_5;Markus 5.28 (Sav);vb.pf.;;erretten;съпасти;съпасена́;с҃п҃е҃на
1.sg.fut.;Bibelstellen;MK_5;Markus 5.28 (Sav);vb.im.;a;sein;бꙑти;бѫ́дѫ ;бѫдѫ, 
$;Bibelstellen;MK_5;Markus 5.29 (Sav);prn.;$;und;и;и;и
$;Bibelstellen;MK_5;Markus 5.29 (Sav);adv.;$;sogleich;абиѥ;а́биѥ;абие
3.sg.aor.;Bibelstellen;MK_5;Markus 5.29 (Sav);vb.pf.;;austrocknen;иссѧкнѫти;исѧ́кнѫ;исѧкнѫ
n.sg.;Bibelstellen;MK_5;Markus 5.29 (Sav);sm.;;Quelle;источьникъ;исто́чьникъ;источьникъ
g.sg.;Bibelstellen;MK_5;Markus 5.29 (Sav);sf.;c;Blut;кръвь;кръ́ви;крьви
g.sg.f.;Bibelstellen;MK_5;Markus 5.29 (Sav);prn.;$;er,sie,es;и;ѥ́ѩ ;еѩ, 
$;Bibelstellen;MK_5;Markus 5.29 (Sav);prn.;$;und;и;и;и
3.sg.aor.;Bibelstellen;MK_5;Markus 5.29 (Sav);vb.;a;bemerken;разоумѣти;разоумѣ́;разоумѣ
i.sg.;Bibelstellen;MK_5;Markus 5.29 (Sav);sn.;c;Körper;тѣло;тѣ́ломь;тѣломъ
$;Bibelstellen;MK_5;Markus 5.29 (Sav);adv.;$;dass;ꙗко;ꙗ́ко;ꙗко
3.sg.prs.;Bibelstellen;MK_5;Markus 5.29 (Sav);vb.ip.;;gesund werden;цѣлѣти;цѣлѣ́ѥтъ;цѣетъ
$;Bibelstellen;MK_5;Markus 5.29 (Sav);prp.;$;von;отъ;отъ;отъ
g.sg.;Bibelstellen;MK_5;Markus 5.29 (Sav);sf.;;Wunde;рана;ра́нꙑ ;ранꙑ, 
$;Bibelstellen;MK_5;Markus 5.30 (Sav);prn.;$;und;и;и;и
$;Bibelstellen;MK_5;Markus 5.30 (Sav);adv.;$;sogleich;абиѥ;а́биѥ;абие
n.sg.;Bibelstellen;MK_5;Markus 5.30 (Sav);sm.npr.;a;Jesus;Исоусъ;Исоу́съ;і҃с҃
prc.prt.act.n.sg.m.;Bibelstellen;MK_5;Markus 5.30 (Sav);vb.pf.;;fühlen;ощютити;ощю́щь;ощющь
$;Bibelstellen;MK_5;Markus 5.30 (Sav);prp.;$;in;въ;въ;в
d.sg.;Bibelstellen;MK_5;Markus 5.30 (Sav);prn.;$;refl.;сѧ;себѣ́ ;себѣ, 
a.sg.;Bibelstellen;MK_5;Markus 5.30 (Sav);sf.;;Stärke;сила;си́лѫ;силѫ
prc.prt.act.a.sg.f.em.;Bibelstellen;MK_5;Markus 5.30 (Sav);vb.;;ausgehen;изити;ише́дъшѫѭ;ишъдъшѫѭ
$;Bibelstellen;MK_5;Markus 5.30 (Sav);prp.;$;von;отъ;отъ;отъ
g.sg.m.;Bibelstellen;MK_5;Markus 5.30 (Sav);prn.;$;er,sie,es;и ;н҄его́ ;него, 
