doc;page;line;type;source;marg;text
McP_I;121;16;"";"Rom. 1,3.";"Rom. 1,3.";"Chriſtus Dawida Daͤhls | pehtʒ ẜawas Ʒillwaͤʒibas"
McP_I;121;27;"";"Hebr 2,17";"Hebr. 2,16.";"Tam Kun- | gham JEſu by tahdam kļuht / ka winja Brahļi ( mehs Ʒill- | waͤki aͤſẜam ) ka Wings ſchehliegs tapptu / und taißnis | Auxts⸗Baſniʒas⸗Kungs preekſch Deewu / ißliedſenaht to | Ļauſcho Ghraͤkus ."
McP_I;122;3;"";"";"Ein Kindelein ſo löbelich rc.";"Ock tu ẜalldais JEſu Chriſt / | Katters tu Ʒillwaͤhx peedſimmis eſẜi / | Paſẜargi mums no tahß Elles ?"
McP_I;122;6;"";"Hebr 2,17";"Auff meinen lieben GOtt rc.";"Ock manns Kungs JEſu Chriſt / | Katters tu tick rahme | Mannis dehļ py Kruſtu eſẜi nomirris / | Vnd mann to Daͤbbaͤſẜu nopellnijis / | Dohd mums wiſẜeem ween lieds / | To muhſchighu Schaͤlaſtibu !"
McP_I;122;13;"";"";"[,III.";"Treſẜchà Kahrtà"
McP_I;122;14;"";"";;"Tee ( Ghuddri ) attdarrija ẜawu | Manntu / und abdahwenaja to ( Baͤhrnu JEſum ẜawas | Mahtes Klehpy ẜaͤdohſchu ) ar Saͤlltu / Wierohku / und | Myrrhes ."
McP_I;122;25;"";"";;"Saͤlltu / Wieroku / und Myrrhes ."
McP_I;122;30;"";"";;"Saͤltu / Mierohku / und | Myrreß"
McP_I;123;7;"";"Ps 91,15-16";"Pſ. 91,15.";"Eß aͤßmu py toͤw : Kurr ? | Eß aͤßmu py toͤw baͤhdahß / eß ghribbu toͤw ißraut / und | Ghohdà ʒellt / eß ghribbu toͤw pilldiet ar illghu dſiewo- | ẜchanu / und mannu Peſtiẜchanu ghribbu eß toͤw rahdiet ."
McP_I;123;11;"";"Pſ. 55,23.";"Pſ. 55,23.";"mett tawas | Baͤhdas us ẜcho Kunghu / und ʒerre us to / Wings{Wingß} ghann | labb darries / und nhe attſtahß tawu Dwehſẜel muhſchi- | ghà Nhemeerà ."
McP_I;123;18;;;"Rom. 8,34.";
McP_I;123;23;;;"Marc. 15.23.; Matth. 27,33.";
McP_I;123;29;"";"1. Pet. 1,18.";"1. Pet. 1,18.";"aͤſẜam peſtiti / und dahrghe attpirckti / nhe | ar Saͤlltu und Ꞩuddrabu / bett ar to Aſẜini tha neaptrai- | pita und ſchkieſta Jaͤhra / tha Kungha JEſu Chriſti"
McP_I;124;1;;;"Chrysost.; Aurū ipſi fides eſt: Thus oratio munda Myrrha: opera bona.";
McP_I;124;8;"";"Luc. 1,33.";"Luc. 1,33.";"winja Wallſtiba palleek muhſchighe ."
McP_I;124;9;"";"1. Petr 1,6-8";"1. Pet. 1,6.";"Juhß eſẜeeta taggad maſu | Briedi noſkummuẜchi daſchadà Kahrdenaẜchanà / ka juhß- | ẜo Titʒiba taißna und dauds ſpohſchaka{ſpohſchakaka} attraſta tohp / | nhe ka taß Saͤllttʒ / katters ißniext / und ʒaur to Vgguni iß- | luhkohts tohp / par Ꞩlawu / Ghohdu und Pateikẜchanu / | kad nu radieſẜeeß JEſus Chriſtus / kattru juhß nhe eſẜeeta | redſejuẜchi / und tomaͤhr mieļojeeta / und nu eekſchan Win- | ju titʒaht / jebſche juhß Winju nhe raͤdſaht ."
McP_I;124;22;"";"Pſ. 141,2.";"Pſ. 141,2.";"Laid mannu Peeluhkẜchanu preekſch | toͤw derreht ka kahdu Ꞩmarrẜcha⸗Vpperi / Manno Roh- | ko Paʒellẜchanu / ka kahdu Wackara⸗Vpperi ."
McP_I;124;30;"";"Eph. 2,10.";"Eph. 2,10.";"ka mehs aͤſẜam Deewa Rohka | Darrbs / | Darrbs / py labbeem Darrbeem radditi / eekſchan Chri- | ſto JEſu ."
McP_I;125;4;"";"Sir 7,31[32-33]";"Syr. 7,33.";"Bieſteeß to Kun- | ghu no wiſẜas Ꞩirrds und ghohdi to Baſniʒas Kunghu / | und dohd tam ẜawu Teeſẜu / ka toͤw pa⸗waͤhlaͤhtʒ gir ."
McP_I;125;8;"";"Sir 35,12-13";"c. 35,12. ſect. 2.";"Dohd tam Auxtakajam / ( Deewam ) ka Wings toͤw deh- | wis gir / und ko tawa Rohka pa⸗ſpeh / to dohd ar preeʒi- | gheem Atʒeem . Aiſto taß Kungs / katters Attmaxatais | gir / toͤw to ſepting kahrtighe attmaxahß ."
McP_I;125;15;"";"Eſa. 58,7.";"Eſa. 58,7.";"Laus tam | Jßalkuẜcham tawu Mais / und tohß kattri ißklieduẜchi | ( und ißpohſtiti ) gir / wedd tawà Nammà . Ja tu kahdu | Plicku reds / tad aptehrp to ( peemett tam kahdu Skranndu ) | und nhe attraujeeß no tawahm Meeſẜahm"
McP_I;125;21;"";"Syr. 12,2. ſect. 2.";"Syr. 12,2. ſect. 2.";"Darri Labbam labb / tad kļuhſt toͤw taß bag- | gatighe attmaxahtʒ / ja nhe no winju / tad teeß⸗teeẜcham | notix no to Kunghu ."
McP_I;126;8;"";"";;"ka taß Behrnings JEſus oh- | trà⸗padeßmittà ghaddà buhdams / ar ẜawu Taͤhwu | und Maht Deewa Nammà ghajis gir"
McP_I;128;10;"";"2. Mose 20,8; 5. Mose 5,12?";;"Toͤw buhß | to ẜwaͤhtu Deenu ẜwehtiet ."
McP_I;129;5;"";"2. Mose 20,12; 5. Mose 5,16?";;"Toͤw buhß ta- | wu Taͤhwu und tawu Maht ʒeeniet / ka toͤw labb klahjahß / | und tu illghe dſiewu wirrſẜu Semmes ."
McP_I;129;11;"";"";;"Taß by | teems paklauſẜiegs ."
McP_I;129;14;"";"";;"ka teems Waͤtʒakeems tohß Baͤhr- | nus mahʒiet / und ka teems Baͤhrneems ẜoͤw turreteeß | buhß ."
McP_I;129;24;"";"";;"tad buhß teems Waͤtʒakeems lab⸗praht | Baſniʒà eet / und Deewam{Deeewam} kallpoht ."
McP_I;130;3;"";"2. Mose 14-15";"Ex. 23,14";"Trieß reiſas buhß jums mann Ꞩwaͤhtkus tur- | reht ghadds⸗kahrtà / bett nhe nahʒeeta tuckſchi preekſch | mann"
McP_I;130;10;"";"?";"Prov. 8,31.";"aiſto Deewa Daͤhla ta Kungha JEſu Chriſti | Pattickẜchanu allaſchien bijuſẜi gir py teems Ʒillwaͤka⸗ | baͤhrneems buht"
McP_I;130;15;"";"Matth. 11,28.";"Matth. 11,28.";"Nahʒeeta ẜchurr | py mann wiſẜi kattri juhß ab⸗baͤhdenati und ar ( Ghraͤko ) | Naßtu abghrutenati eſẜeeta"
McP_I;130;23;"";"?";"Ex. 20,24.; Eſa. 38[31],9.; Matth. 18,20.; Joh. 14,23.";"Kuŗŗà Weetà eß ẜawa Wahrda Peeminneẜcha- | nu ʒellſchu / theitan ghribbu eß nahkt / und jums ẜwehtiet / | Eß ghribbu teitan mannu Vgguni und Vggunskurri | turreht / Vnd kurr tickai diwi jeb trieß kohpà ẜaghajuẜchi | gir us to Wahrdu JEſu Chriſti ( us winja Pahwehleẜchanu | und Ꞩohliẜchanu ) the gribb Wings ſtarrpa teems buht / | ar ẜawu Schaͤlaſtibu und Dahwanu / Wings ghribb ẜawu | Maja⸗weetu py tahdeems ļautiņeems darriet ."
McP_I;132;7;"";"Eph. 6,4.";"Eph. 6,4.";"Juhß Waͤtʒaki us⸗audſenajeeta tohs | Baͤhrnus eekſchan tha Kungha Pamaʒiẜchanas und Pee- | minneẜchanas ."
McP_I;132;16;"";"Hoſ. 4,6.";"Hoſ. 4,6.";"Tu mett | nohſt Deewa Wahrdu / tapehtʒ ghribbu eß arridſan toͤw | nohſt meẜt / tu aismirrſẜi mannus Baußlus / tapehtʒ ghrib- | bu eß arridſan tawus Baͤhrnus aismirſt"
McP_I;132;23;"";"Ps 127,3?";"Pſ. 127,4.";"Deewa leelu Dahwanu"
McP_I;133;9;"";"";;"palleetʒ tick illghe | Deewa Nammà / kamehr wiſẜas Dſeeßmas iß⸗dſeedatas ."
McP_I;133;13;;;"Num. 6,22";
McP_I;134;1;"";"";"Deut. 32,16.; Pſ. 109,16.";"Eß gribbu mannu Waighu no teems noghreeſt / und | luhkoht / kaß teems pehtʒ ghalla notix : und attkal : Wings | nhe ghribbeja to Ꞩwehtiẜchanu / tad ta arridſan tahļe | no winju pallix / Wings ghribbeja to Lahſtu / tad ta arri- | dſan Winjam nahx / und to Wings apwillxeeß / ka kahdu | Kraͤcklu / und ta ( Lahſta ) Winjam ẜawahß Eekẜchahß eeß / | ka Vdens ."
McP_I;134;25;"";"";"Syr. 50,22.";"Nu patteiʒeeta Wiſẜi Dee- | wam / katters leelas Leetas wiſẜohß Mallohß darra / kat- | ters no Mahtes Meeſẜas mums dſiewus usturr / und | darra mums wiſẜu labb . Wings ghribbaͤtu mums preeʒi- | ghu Ꞩirrdi doht / und allaſch Meeru eekſchan Jſraël | muhſẜohß Laikohß / und ka winja Schaͤlaſtiba allaſch py | mums palleek / und peſti mums / tick illghe ka mehß dſie- | wojam ."
McP_I;135;3;"";"";;"ka tam | buhß pa⸗ʒeeſt to Nhelaim / kattru Deews tam peeẜuhta ."
McP_I;135;12;"";"";;"ock mans | Daͤhls / kapehtʒ eſẜi tu mums to darrijis ? Raughi / taws | Taͤhws und Eß aͤſẜam toͤw ar Ꞩahpehms mecklejuẜchi ."
McP_I;135;30;"";"";"Pſ. 4,4.; 2. Tim. 3,12; Rom. 8,29";"waͤdd tohß brieniſke / und wiſẜeems / kattri Deewu bieda- | meeß eekſchan JEſu Chriſto dſiewoht ghribb / leelas Nhe- | laimes | laimes ja⸗ʒeeẜch / und kattrus Deews pa⸗preekſche ißredſejis | gir / tohß gir wings arridſan no⸗litʒis / ka teems buhß liedſe | buht tai Ghiemi ẜawa Daͤhla"
McP_I;136;8;;;"Pſ. 30,7.";
McP_I;136;10;;;"2. Sam. 11.";
McP_I;136;20;"";"";"Pſ. 119.";"Kungs / | taß gir mann labb / ka tu mann pahrmahʒijiß eſẜi / ka Eß | tawu Teeſẜu mahʒohß"
McP_I;136;22;"";"";"Pſ. 139,23.";"Jßklauſẜi mann Deews / | und ißkratti mannu Ꞩirrdi ."
McP_I;137;8;;;"Joh. 5,39.";
McP_I;137;10;"";"Pſ. 34,11.";"Pſ. 34,11.";"tam nhe neekada Mantu nhe truhx ."
McP_I;137;11;"";"Pſ. 16,4.";"Pſ. 16,4.";"kaß us ʒittu ſteigſeeß / tam buhß leela Ꞩirrds⸗Ꞩahpe und | Nhelaime ."
McP_I;137;19;"";"1. Reg. 19,4.";"1. Reg. 19,4.";"ô Kungs / | nu gir ghann / tad jemm nu mannu Dwehſẜel / eß nhe aͤß- | mu labbahx ka manni Taͤhwi ."
McP_I;137;27;"";"";"Phil. 1,23.; Pſ. 16,11.";"Eß ghribbohß iß- | juhktʒ tapt / und py mannu Kunghu JEſu Chriſto buht / | turr gir jauka Buhẜchana und Preeki lieds pillam muh- | ſchighe muhſcham ."
McP_I;137;30;"";"In dulci jubilo";"Cantil.";"Aiſto | Kurr | Kurr gir wairahk Preeki / | Nhe neekur / ka ween turr / | Kur tee Engheļi dſeed | Jaunus Dſeeßmus / | Vnd tee Swahrghuļi ſkann | Eekſchan ta Koninja Pilli / | Eya buhtam mehß turr ."
McP_I;138;15;"";"";;"Winja Mahte paturreja wiſẜus | ẜchohß Wahrdus ẜawà Ꞩirrdy ."
McP_I;138;18;"";"1. Pet. 5,8.";"1. Pet. 5,8.";"taß Waͤlls eet apkahrt mums ka kahds | plehſẜiegs Swaͤhrs / und meckle kattru taß warraͤtu ap- | riet ."
McP_I;138;24;"";"Pſ. 94,19.";"Pſ. 94,19.";"Mann | by dauds Baͤhdas mannà Ꞩirrdy / bett tawa Eeepreeʒe- | naſchana ( taws Wahrds / ô Deews ) ee⸗liexmoja mannu | Dwehſẜel"
McP_I;139;8;"";"Luc. 11,28.";"Luc. 11,28.";"Aiſto ẜwaͤhti gir | tee / kattri Deewa Wahrdu klauſẜa / und paghlabbo to"
McP_I;139;19;"";"Pſ. 111,10.";"Pſ. 111,10.";"ta Deewa bijaẜchana gir tahß | Ghuddribas Eeẜakums ."
McP_I;139;30;"";"Eccl. 4,17.";"Eccl. 4,17.";"Paghlabbo tawu Kahju / Deewa Nammàeedams / | und nahʒ ghribbaͤdams mahʒiteeß ."
McP_I;140;1;"";"Syr. 6,35.";"Syr. 6,35.";"Klauſẜi lab⸗praht Deewa Wahrdu / und jaͤmm waͤhra to | labbu Mahʒibu ."
McP_I;140;10;"";"Lk 1,36; Lk 2,49";"Luc. 1,36.";"Eß aͤſẜohtʒ | Deewa Daͤhls : tapehtʒ buhß man buht eekſchan to / kaß | mannam Taͤhwam pee daͤrr ."
McP_I;140;19;"";"Rom. 13,7.";"Rom. 13,7.";"dohd ghohdu / kam ghohds peedarr ."
McP_I;140;22;"";"Lev. 19,3.";"Lev. 19,3.";"Jck⸗kattram buhß ẜawu Taͤhwu und Maht bie- | teeß"
McP_I;142;19;;;"(taupijis.)";
McP_I;143;3;"";"Katechismus (2. Mose 20,14; 5. Mose 5,18)";;"Toͤw nhe buhß Laulibu | pahrkahpt ."
McP_I;143;7;"";"Katechismus";;"ſchkieſte und kaunighe dſie- | woht eekſchan Wahrdeems und Darrbeems / und ick- | weenam buhß ẜawu Laulahtu Draughu mieļoht und | ʒeeniet ."
McP_I;143;24;"";"?";;"Ko tick labb teems / kattri wehl nhe gir ab⸗pretʒeju- | ẜcheeß / ka irr teems / kattri jaw ab⸗pretʒejuẜcheeß / no tahß | ẜwaͤhtas Laulibas ſinnaht buhß ."
McP_I;144;1;"";"Joh 2,1-2";;"Treſẜchà Deenà by | Kahſas eekſchan Cana Galilea / und ta Mahte JE- | ſu by teitan . Bett JEſus und winja Mahʒekļi kļua | arridſan Kahſahß aiʒenati ."
McP_I;144;4;;;"Matth. 4.";
McP_I;144;10;"";"Luc. 4,14.";"Luc. 4,14.";"Vnd JEſus nahʒe attkal ar tha Gharra | Spaͤhku eekſchan Galilea"
McP_I;144;15;"";"Joh 1,36; Joh 1,29";"Joh. 1,35.";"Redſi / taß gir | Deewa Jaͤhrs ."
McP_I;144;16;"";"Joh 1,43; Joh 1,45";"Joh. 1,35.";"kad Chriſtus to | Lipſtu attradda / Lipſts attrohd Nathanael / und preeʒa- | dammeeß ẜatʒija : Mehß aͤſẜam to att⸗radduẜchi / no kattru | Moſes und tee Proweeti gir raxtijuẜchi / JEſum / Joſepa | Daͤhlu no Naʒareth ."
McP_I;144;20;;""
McP_I;145;7;"";"Gen. 2,18.";"Gen. 2,18.";"Taß nhe gir labb / ka taß Ʒil- | waͤhx weens gir ."
McP_I;145;10;"";"Gen. 2,18.";"Gen. 2,18.";"Eß ghribbu tam weenu Pallighu darriet / kattra apkahrt | to buhß buht ."
McP_I;145;13;"";"1. Mose 2,24";"ibid. v.24.";"Tee buhß weena Meeſẜa ."
McP_I;145;15;"";"1. Mose 1,28; 1. Mose 1,31";"1. Mose 1,28; 1. Mose 1,31";"Pill- | daita to Semm / und walldaita par to / und walldaita | par teems Siweems eekſchan Juhri / und par teems | Puttneems appackſchan to Daͤbbaͤſẜu / und par wiſẜeems | Swaͤhreems / kattri wirß Semmes kuẜt . Vnd Deews | usluhkoja / wiß / ko Wings by darrijis / und redſi / wißno- | taļļ by ļohte labbs ."
McP_I;145;23;;;"Pſ. 111,2.3.";
McP_I;145;30;"";"Deut. 24,5";"Deut. 24,5";"ka tam to pirr- | mu Ghaddu nhe by lieds Kaŗŗà eet / nei kahdu Teeſẜu | doht / | doht / bett bry by tam to Ghadds⸗kahrtu ẜawà Nammà | dſiewoht / ka taß warraͤtu liexmis buht / ar ẜawu Ꞩeewu / | kattru taß jehmeeß by ."
McP_I;146;4;"";"Ps 127,3";"Pſ. 127.";"kattri Deewa Dahwana gir ."
McP_I;146;6;"";"?";"Deut. 23,2.; Sap. 3,3.";"teems Maukas baͤhrneems / nhe | buhß ghodighà Ammatà nahkt irr deßmità Raddà jeb | ʒilltà . Vnd kaß Mauʒibà dehſtietʒ kļuhſt / taß nhe ẜack- | nohß dſiļļe ."
McP_I;146;13;"";"Hos 2,20-21?";"Hoſ 2,19.";"Aiſto tha Wings ẜacka : | Eß ghribbu ẜoͤw ar toͤw ẜa⸗derreteeß muhſchighe / Eß | ghribbu ẜoͤw ar toͤw ap⸗ẜohliteeß eekſchan Taißnibu / und | Teeſẜu / eekſchan Titʒibu ghribbu eß ẜoͤw ar toͤw ẜader- | reteeß ."
McP_I;146;20;"";"1. Cor. 6,10";"1. Cor. 6,10";"aiſto tee Mauʒeneeki | und tahß Maukas / und tee Laulibas Pahrkahpeji to | Deewa⸗Wallſtibu nhe manntohß"
McP_I;146;23;"";"Hebr. 13,4";"Hebr. 13,4";"tohß Mauʒeneekus und Laulibas Pahr- | kahpejus Deews ẜohdieß ."
McP_I;146;24;"";"?";;"turraita | ghodige ick kattris no tahß Laulibas ."
McP_I;147;2;"";"Prov. 19,14.";"Prov. 19,14.";"Nammu und bagghatibu mannto tee Baͤhrni no ẜa- | weems Waͤtʒakeems / bett prahtigho[prahtigha] Ꞩeewa nahk no to | Kunghu"
McP_I;147;5;;;"Gen. 24,12";
McP_I;147;15;"";"Tob 8,7";"Tob. 8,6.";"ô Kungs / abſchaͤlojeeß par mums / ka mehß | Waͤſẜaͤli muhſẜu Waͤtʒumu no⸗dſiewoht warram ."
McP_I;147;25;"";"?";;"Ꞩchie manna / tha | manna kuŗŗu eß ee⸗raughu"
McP_I;148;16;"";"Eccl. 9,7.";"Eccl. 9,7.";"Ey / und | ehd tawu Mais liexmodameeß / und dſerr tawu Wienu | ( Allu ) ar labbu Prahtu / aiſto taws Darrbs pa⸗tiek Dee- | wam ."
McP_I;148;19;;;"Matth. 22,3.";
McP_I;148;20;;;"Tob. 7,ult";
McP_I;148;30;"";"";;"Vnd JEſu | Mahte ẜacka us winju / Teems nhe gir Wiena . JEſus | ẜacka | ẜacka us tahß : Ꞩeewa / kaß mann ar toͤw ja⸗darra ? Man- | na Stunda nhe gir whel nahkuſẜi ."
McP_I;149;12;;;"Aug. Non agnoſcit Chriſtus viſcera humana, operaturus facta divina.";
McP_I;149;24;"";"Pſ. 9,10.";"Pſ. 9,10.";"Wings allaſch pa- | leek taß Palliegs Baͤhda⸗laikà ."
McP_I;149;30;"";"?";"Gen. 3,16.";"No- | lahdaͤhtʒ gir taß Tierums tawas puſẜes pehtʒ / ar moh- | kahms | kahms buhß toͤw no to baŗŗoteeß / tick ilghe ka tu dſiewo / | Ehrẜchus und Dadſchus buhß toͤw tam neẜt / und toͤw | buhß to Sahl us Lauku ehſt / Ꞩweedrus no tawu Wai- | ghu pilinadams buhß toͤw tawu Mais ehſt / teekams ka | tu attkal par Semm tohp / no kattras tu jaͤmbtʒ eſẜi . Tai | Ꞩeewai ẜacka Deews : Eß ghribbu toͤw dauds Ꞩahpes | darriet / kad tu apghrutenata tapſi / ar Ꞩahpehms buhß | toͤw Baͤhrnus pee⸗dſimbt / und toͤw buhß tawam Wie- | ram klauſẜiet / und winjam buhß tawam Kungham buht ."
McP_I;150;12;;;"Gen. 42,2.";
McP_I;150;18;;;"Job. 2,7.";
McP_I;150;21;;;"Matth. 9.; 2. Sam. 12,16.; Matth. 8.";
McP_I;151;8;"";"Mt 6,34";"Matth. 6,ult.";"ickkattrai Deeni ẜawas paſẜchas | Baͤhdas gir ."
McP_I;151;14;"";"Pſ. 68,20.";"Pſ. 68,20.";"Deews us⸗leek mums weenu | Naßtu / bett wings pa⸗lieds arridſan"
McP_I;151;16;"";"";"Tob. 4,21.";"To ſinnu eß | teeß teeẜcham / kaß Deewu byſtahß / taß tohp pehtʒ to | Liegſdu ee⸗preeʒenahtʒ / und no tahß Nhelaimes att⸗pe- | ſtietʒ / und pehtʒ tahß Pahrmaʒiẜchanas attrohd Wings | Schaͤlaſtibu . Aiſto pehtʒ to Waͤhtru ( tahß Aukas ) leek | Deews to Ꞩaul at⸗ſpiedeht / und pehtʒ tahß Kaukẜchanas | und Raudaſchanas apkratta Wings mums ar Preeku ."
McP_I;151;28;"";"Ps 69,2-3";"Pſ. 69,2.";"Deews paliedſi mann / aiſto taß Vhdens eet mann | lieds patt Dwehſẜelei / eß ap⸗ẜliextu dſiļļohß Dubbļohß / | kur Dibbins nhe gir / eß aͤßmu leela Vhdeny / und ta | Straume ghribb man apẜlieʒenaht ."
McP_I;152;5;"";"Pſ. 30,12.";"Pſ. 30,12.";"Tu ô Deews eſẜi manu Waidu pahr⸗wehrtis | par Dantʒi / tu eſẜi mannu Waidu ißwillʒis / und man ar | Preeku apjohẜis ."
McP_I;152;18;"";"Jes 30,20";"Eſa. 35.";"Deews Nhelaimeh jums Mais dohß / und Liggà Vhdeni | dohß ."
McP_I;152;19;"";"Ps 34,10";"Pſ. 34.";"Bieſteeta to Kunghu juhß Ꞩwaͤhti / aiſto kattri to | bieſtahß / teems nhe truhxt nheneeka"
McP_I;152;21;"";"Ps 81,11";"Pſ. 81,";"Eß aͤßmu taß Kungs taws Deews / | attplett platte tawu Mutt / eß ghribbu to pilldiet"
McP_I;152;22;"";"Ps 132,15";"Pſ. 132,";"Eß | ghribbu teems winja Barribu ghauſẜenaht / und winjo | Nabbagheems Maiſes ghann dohd ."
McP_I;152;24;"";"Mt 6,33";"Matth. 6,";"Ghadajeeta wiß | pirrmahk pehtʒ Deewa Wallſtibas / und pehtʒ winja Taiß- | nibas / tad jums wiſẜas leetas pee⸗krittieß"
McP_I;152;28;;;"Reg. 17,";
McP_I;153;5;"";"?";;"Ꞩchy Deewa Rohka nhe gir wehl pa⸗ihſẜenata ."
McP_I;153;9;;;"2. Reg. i.; 2 Reg. 1,2.";
McP_I;153;19;"";"Jer. 17,14.";"Jer. 17,14.";"Dſeedini tu mann / Kungs / tad eß tap- | ſchu waͤſẜaͤls / palliedſi tu man / tad gir man palidſaͤhtʒ ."
McP_I;153;21;"";"2. Mose 15,26";"Exod. 15,ult.";"taß Kungs taws Ahrſts ."
McP_I;153;22;"";"Pſ. 50,15.";"Pſ. 50,15.";"Pee- | ẜautʒ man tawahß Baͤhdahß / tad ghribbu eß toͤw iß- | peẜtiet ."
McP_I;153;25;;;"1. Sam. 1,6.";
McP_I;153;29;;;"Gen. 21.";
McP_I;154;9;;;"Gen. 34.";
McP_I;154;19;"";"Sir 16,3";"Syr. 16,4.";"labbahk gir beß Baͤhr- | nu mirrt / nhe ka beßdeewighus Baͤhrnus audſenaht"
McP_I;154;21;;;"1. Sam. 13. ſeqq.";
McP_I;154;30;"";"Rom. 8,28";"Rom. 8,28";"wiſẜeems teems / kat- | tri | tri Deewu mieļo / buhß wiſẜas leetas par labbu buht"
McP_I;155;12;;;"Pſ. 89,49.";
McP_I;155;15;"";"?";"Eccl. 2,16.";"weenam | tha noteek / ka ohtram ."
McP_I;155;19;"";"Pſ. 90,3.";"Pſ. 90,3.";"Nahʒeeta attkal ſchurr / juhß Ʒillwaͤko Baͤhrni"
McP_I;155;21;"";"?";"Eſa. 57,2.; Sap. 3,1.";"gir ar Meeru / ta Dwehſẜele gir Deewa | Rohkà / und nhe kahdas Mohkas to aiſkaŗŗ ."
McP_I;155;26;"";"Joh 5,28-29";"Joh. 5,28.";"Aiſto ta Stunda nahx / und gir jaw klaht | taggad ẜacka JEſus Chriſtus / ka wiſẜi tee / kattri Kappe- | nehß ghull / dſirrdehß to Ballxni tha Ʒillwaͤka Daͤhla / und | tee aukſcham ʒellſẜeeß / und kattri labb gir darrijuẜchi / ee⸗eeß | eekſchan tahß Dſiewibas ."
McP_I;156;4;"";"";;"ka JEſus Chriſtus weenu | Spittalighu Wieru / und tha Pilliskungha eekſchan | Capernaum nhe waͤſẜaͤlu Kallpu dſeedenaja"
McP_I;158;10;"";"2. Mose 20,5; 5. Mose 5,9; Kinderkatechismus?";;"Eß taß | Kungs taws Deews aͤßmu weens dußmiegs | Deews / katters par teems / kattri man ee- | nied / tohß Taͤhwa Ghraͤkus majahß pee⸗meckleju py | teems Baͤhrneems lieds treſẜchu und ʒaͤtturtu Aughumu ."
McP_I;158;18;"";"Syr. 38,15.";"Syr. 38,15.";"Kaß preekſchan ẜawu Radditaju ghraͤ- | ko / tam buhß Ahrſtes Rohkahß nahkt ."
McP_I;158;22;"";"Kinderkatechismus?";;"tha Deews | beedina ẜohdiet wiſẜus / kattri winja Baußlus pahrkahp . | Tapehtʒ buhß mums bieteeß par winja Dußmibu ; und | prett tahdeems ( deßmitteems Deewa ) Baußleems nhe | ghraͤkoht"
McP_I;159;1;"";"";;"tohß diwi leelus Brie- | numa⸗darrbus / kattrus JEſus Chriſtus tick labb py to | Spittalighu Wieru / ka arridſan py to Maͤllmaͤnu⸗ẜehr- | dighu Kallpu darrijis gir"
McP_I;159;11;"";"Mt 8,1";;"Kad JEſus no Kallnu noghaja"
McP_I;159;13;"";"Mt 8,2";;"ẜaſtappa{ẜa tappa} tam no⸗eijoht weens | Spittaliegs Wiers / und peeluhdſe to / und ẜatʒija : Kungs / | ja tu ghribbi / warri tu man ghann ſkieſtiet ."
McP_I;159;20;"";"Mt 8,2";;"Kungs / ja tu ghribbi / warri tu | mann ghanne ſkieſtiet . Ja tu ghribbi"
McP_I;160;4;"";"Matth. 26,39.";"Matth. 26,39.";"Abba / manns | Taͤhws / tu ſpeh wiſẜas leetas / jemm ẜcho Bigkeri no mann / | tomaͤhr nhe ko eß ghribbu / bett ko tu ghribbi / laid noteek | taws Prahtʒ ."
McP_I;160;8;"";"Mt 6,10?";"ibid. v. 9.";"Muhſẜo Taͤhws eekſchan Debbeß / taws Prahtʒ | noteek ka eekſchan Debbeß / tha arridſan wirß Semmes ."
McP_I;160;16;"";"?";;"Abſchaͤ- | lojeeß toͤw mannies / O Kungs Deews pehtʒ tawas leelas | Schaͤlaſtibas / Dohd mann pehtʒ tawas Schaͤlaſtibas to | ihſtaͤnu Chriſtito Ļauſcho Titʒibu / ka Eß tawu Ꞩalldu- | mu warru eekſchkighe usraudſiet : Kad ta Dwehſẜele no | to Meeſẜu ſchkirrahß / tad jemm to Kungs eekſchan tawu | Rohku / dohd mannai Meeſẜi labbu Duſẜeſchannu / tee- | kams ta paſtara Deena nahk turr klaht / weenu preeʒighu | Aukſcham Ʒellſchanu mann dohd / eekſchan paſtaru Dee- | nu man aisbilldini / und mannus Ghraͤkus wairs nhe | peeminni / no Schaͤlaſtibas mann to muhſchighu Dſie- | woẜchanu dohd / ka tu mann eſẜi ẜohlijis / eekſchan tawu | Wahrdu / to Eß toͤw titʒu ."
McP_I;160;29;"";"1. Tim. 2,4.";"1. Tim. 2,4.";"Deews ghribb / | ka wiſẜeems Ʒillwaͤkeems paliedſaͤhts taptu / und ka tee | py | py Atſiẜchanas tahß Taißnibas nahktu"
McP_I;161;2;"";"Joh 3,16";"Joh 3,16";"tha gir Deews to Paſẜaul mie- | ļojis / ka taß ẜawu weenighu Daͤhlu"
McP_I;161;4;"";"Joh 1,29; ?";"Joh. 1,29.; Act. 17,20.";"taß patʒ gir arridſan pehtʒ tahß Paſẜaules | Ghraͤkus neſẜis / Wings leek arridſan wiſẜeems Ʒillwaͤ- | keems wiſẜahs Mallahß attſtahteeß no Ghraͤkeems ."
McP_I;161;12;"";"Mt 8,3";;"Wings iſt⸗ſteep ẜawu | wiß⸗ſpehʒighu ſchehlighu Rohku / aiſkaŗŗ to / und dſeedina | to . Vnd tudeļļ kļua Wings no ẜawas Spittalibas | ſchkieſts ."
McP_I;161;21;"";"Mt 8,3";;"Eß ghribbu to darriet / | tophi ſchkieſts ."
