2;1;4;intr;najis;safe;#WERT!;;#WERT!;#WERT!;#WERT!;x;#WERT!;#NAME?
1;306;7;aus2;Saͤmmojeeß;safe;u;?;13;13068aus2Abſchaͤlojeeß;18Abſchaͤlojeeß;x;x;#NAME?
1;307;30;aus2;dſirrdis;unsafe;u;;10;13067aus2Saͤmmojeeß;17Saͤmmojeeß;x;x;#NAME?
2;307;22;intr;mahʒijis;safe;l;;8;130730aus2dſirrdis;130dſirrdis;x;x;#NAME?
2;307;8;aus2;peedewis;unsafe;l;;8;230722intrmahʒijis;222mahʒijis;x;x;#NAME?
2;307;21;intr;darrijiß;safe;l;;8;23078aus2peedewis;28peedewis;x;x;#NAME?
1;308;16;aus2;jis;trash;l;;8;230721intrdarrijiß;221darrijiß;x;x;#NAME?
2;308;4;aus1;redſejis;safe;l;;3;130816aus2jis;116jis;x;x;#NAME?
1;308;2;aus2;bijis;safe;l;;8;23084aus1redſejis;24redſejis;x;x;#NAME?
1;308;21;aus2;bijis;safe;l;;5;13082aus2bijis;12bijis;x;x;#NAME?
1;308;4;aus2;nopellnijis;safe;l;;5;130821aus2bijis;121bijis;x;x;#NAME?
1;308;20;aus2;attkahpis;unsafe;l;;11;13084aus2nopellnijis;14nopellnijis;x;x;#NAME?
2;308;26;aus1;klauſẜijuẜcheeß;safe;l;;9;130820aus2attkahpis;120attkahpis;x;x;#NAME?
2;308;26;aus1;ſkattijuſcheeß;safe;l;;15;230826aus1klauſẜijuẜcheeß;226klauſẜijuẜcheeß;x;x;#NAME?
1;309;2;aus2;darrijis;safe;l;;14;230826aus1ſkattijuſcheeß;226ſkattijuſcheeß;x;x;#NAME?
2;309;17;aus2;luhdſis;unsafe;l;;8;13092aus2darrijis;12darrijis;x;x;#NAME?
2;309;9;aus1;notitʒis;unsafe;l;;7;230917aus2luhdſis;217luhdſis;x;x;#NAME?
2;310;26;aus2;ẜarrghajeeß;safe;l;?;8;23099aus1notitʒis;29notitʒis;x;x;#NAME?
2;311;12;aus2;paſtellejuſchi;safe;l;;11;231026aus2ẜarrghajeeß;226ẜarrghajeeß;x;x;#NAME?
1;311;26;peri;ißghajis;safe;l;;14;231112aus2paſtellejuſchi;212paſtellejuſchi;x;x;#NAME?
2;311;31;aus2;bijis;safe;l;;8;131126periißghajis;126ißghajis;x;x;#NAME?
2;311;6;aus2;adſinnis;unsafe;l;;5;231131aus2bijis;231bijis;x;x;#NAME?
2;311;21;aus2;pahrkapis;unsafe;l;;8;23116aus2adſinnis;26adſinnis;x;x;#NAME?
2;311;11;aus2;uspampis;unsafe;l;;9;231121aus2pahrkapis;221pahrkapis;x;x;#NAME?
2;311;11;aus2;ustullʒis;unsafe;l;;8;231111aus2uspampis;211uspampis;x;x;#NAME?
2;312;3;aus2;bijuſẜi;safe;l;;9;231111aus2ustullʒis;211ustullʒis;x;x;#NAME?
1;312;10;peri;naͤſẜuſchas;safe;l;;7;23123aus2bijuſẜi;23bijuſẜi;x;x;#NAME?
1;312;11;peri;ſiedis;unsafe;l;;11;131210perinaͤſẜuſchas;110naͤſẜuſchas;x;x;#NAME?
2;312;29;aus2;ap⸗ehdis;unsafe;l;;6;131211periſiedis;111ſiedis;x;x;#NAME?
1;312;17;aus1;runnajis;safe;l;;8;231229aus2ap⸗ehdis;229ap⸗ehdis;x;x;#NAME?
1;312;24;aus1;turrejis;safe;l;;8;131217aus1runnajis;117runnajis;x;x;#NAME?
2;312;10;aus2;ghraͤkojis;safe;l;;8;131224aus1turrejis;124turrejis;x;x;#NAME?
2;312;16;aus2;ghraͤkojis;safe;l;;10;231210aus2ghraͤkojis;210ghraͤkojis;x;x;#NAME?
2;312;8;aus2;uspampis;unsafe;l;;10;231216aus2ghraͤkojis;216ghraͤkojis;x;x;#NAME?
2;312;1;aus2;jaͤhmuẜcheeß;safe;l;;8;23128aus2uspampis;28uspampis;x;x;#NAME?
1;312;18;aus1;rahdijeeß;safe;l;;12;23121aus2jaͤhmuẜcheeß;21jaͤhmuẜcheeß;x;x;#NAME?
2;313;3;aus2;lughuẜchi;safe;l;;9;131218aus1rahdijeeß;118rahdijeeß;x;x;#NAME?
2;313;1;aus2;notickuſẜi;safe;l;;9;23133aus2lughuẜchi;23lughuẜchi;x;x;#NAME?
1;313;15;aus1;naͤſẜuẜchas;safe;l;;10;23131aus2notickuſẜi;21notickuſẜi;x;x;#NAME?
1;313;16;aus1;ſie-dis;absolute_trash;l;;11;131315aus1naͤſẜuẜchas;115naͤſẜuẜchas;x;x;#NAME?
1;313;27;aus2;ap⸗ẜehdis;unsafe;l;;7;131316aus1ſie-dis;116ſie-dis;x;x;#NAME?
1;313;28;aus2;warrejis;safe;l;;9;131327aus2ap⸗ẜehdis;127ap⸗ẜehdis;x;x;#NAME?
1;313;28;aus2;bijis;safe;l;;8;131328aus2warrejis;128warrejis;x;x;#NAME?
2;313;24;aus2;peedſimmis;unsafe;l;;5;131328aus2bijis;128bijis;x;x;#NAME?
1;313;20;aus1;iß⸗dſinnis;unsafe;l;;10;231324aus2peedſimmis;224peedſimmis;x;x;#NAME?
2;313;25;aus2;ʒehleeß;unsafe;l;?;10;131320aus1iß⸗dſinnis;120iß⸗dſinnis;x;x;#NAME?
2;313;27;aus2;noẜuhtijiß;safe;l;;7;231325aus2ʒehleeß;225ʒehleeß;x;x;#NAME?
1;314;22;aus2;jis;trash;l;;10;231327aus2noẜuhtijiß;227noẜuhtijiß;x;x;#NAME?
1;314;19;aus2;raddijis;safe;l;;3;131422aus2jis;122jis;x;x;#NAME?
1;314;7;aus2;pa⸗rahdijis;safe;l;;8;131419aus2raddijis;119raddijis;x;x;#NAME?
1;314;19;aus2;ißtaiſẜijis;safe;l;;11;13147aus2pa⸗rahdijis;17pa⸗rahdijis;x;x;#NAME?
1;314;3;aus2;dſimmis;unsafe;l;;11;131419aus2ißtaiſẜijis;119ißtaiſẜijis;x;x;#NAME?
1;314;4;aus2;dehwis;unsafe;l;;7;13143aus2dſimmis;13dſimmis;x;x;#NAME?
1;314;11;aus2;dehwis;unsafe;l;;6;13144aus2dehwis;14dehwis;x;x;#NAME?
1;314;17;aus2;dehwis;unsafe;l;;6;131411aus2dehwis;111dehwis;x;x;#NAME?
2;314;24;aus2;dehwis;unsafe;l;;6;131417aus2dehwis;117dehwis;x;x;#NAME?
2;314;6;aus2;jauʒeeß;unsafe;l;;6;231424aus2dehwis;224dehwis;x;x;#NAME?
2;314;5;aus2;paradijiß;safe;l;;7;23146aus2jauʒeeß;26jauʒeeß;x;x;#NAME?
2;314;18;aus2;darrijiß;safe;l;;9;23145aus2paradijiß;25paradijiß;x;x;#NAME?
2;315;18;aus2;notickuſẜi;safe;l;;8;231418aus2darrijiß;218darrijiß;x;x;#NAME?
2;315;21;aus2;tappuſẜi;safe;l;;10;231518aus2notickuſẜi;218notickuſẜi;x;x;#NAME?
1;315;10;aus2;ap⸗ẜehdis;unsafe;l;;8;231521aus2tappuſẜi;221tappuſẜi;x;x;#NAME?
1;315;11;aus2;ẜamaitajis;safe;l;;9;131510aus2ap⸗ẜehdis;110ap⸗ẜehdis;x;x;#NAME?
1;315;10;aus2;dſim-mis;absolute_trash;l;;10;131511aus2ẜamaitajis;111ẜamaitajis;x;x;#NAME?
1;315;3;aus2;dehwis;unsafe;l;;8;131510aus2dſim-mis;110dſim-mis;x;x;#NAME?
2;315;28;aus2;dehwis;unsafe;l;;6;13153aus2dehwis;13dehwis;x;x;#NAME?
2;315;20;aus2;ẜabahruſcheeß;safe;l;;6;231528aus2dehwis;228dehwis;x;x;#NAME?
2;315;22;aus2;peedſehreeß;unsafe;l;;13;231520aus2ẜabahruſcheeß;220ẜabahruſcheeß;x;x;#NAME?
2;315;29;aus2;apkaitenajiß;safe;l;;11;231522aus2peedſehreeß;222peedſehreeß;x;x;#NAME?
2;315;10;aus2;dſirrdejiß;safe;l;;12;231529aus2apkaitenajiß;229apkaitenajiß;x;x;#NAME?
2;315;28;aus2;paradijiß;safe;l;;10;231510aus2dſirrdejiß;210dſirrdejiß;x;x;#NAME?
2;315;4;aus2;pahrnah-ʒiß;absolute_trash;l;;9;231528aus2paradijiß;228paradijiß;x;x;#NAME?
2;316;8;aus2;ehduſẜi;safe;l;;11;23154aus2pahrnah-ʒiß;24pahrnah-ʒiß;x;x;#NAME?
2;316;7;aus2;dſirrdejis;safe;l;;7;23168aus2ehduſẜi;28ehduſẜi;x;x;#NAME?
1;316;2;aus2;apmahnejis;safe;l;;10;23167aus2dſirrdejis;27dſirrdejis;x;x;#NAME?
1;316;23;aus2;ais⸗ſchmaudſis;unsafe;l;;10;13162aus2apmahnejis;12apmahnejis;x;x;#NAME?
1;317;16;aus2;taiſẜijis;safe;l;;14;131623aus2ais⸗ſchmaudſis;123ais⸗ſchmaudſis;x;x;#NAME?
1;317;9;aus2;plehtis;unsafe;l;;9;131716aus2taiſẜijis;116taiſẜijis;x;x;#NAME?
1;317;12;aus2;att⸗plehtis;unsafe;l;;7;13179aus2plehtis;19plehtis;x;x;#NAME?
1;318;25;aus2;bijis;safe;l;;11;131712aus2att⸗plehtis;112att⸗plehtis;x;x;#NAME?
1;318;4;aus2;nijis;safe;l;;5;131825aus2bijis;125bijis;x;x;#NAME?
1;318;27;aus2;ais⸗baxtijis;safe;l;;5;13184aus2nijis;14nijis;x;x;#NAME?
2;318;3;peri;aisbahſis;unsafe;l;;12;131827aus2ais⸗baxtijis;127ais⸗baxtijis;x;x;#NAME?
1;319;7;aus2;pa⸗ſuddis;unsafe;l;;9;23183periaisbahſis;23aisbahſis;x;x;#NAME?
1;319;20;aus2;dſimmis;unsafe;l;;9;13197aus2pa⸗ſuddis;17pa⸗ſuddis;x;x;#NAME?
2;319;6;peri;ẜehdeeß;unsafe;l;?;7;131920aus2dſimmis;120dſimmis;x;x;#NAME?
1;320;20;aus2;ſtahwejis;safe;l;;7;23196periẜehdeeß;26ẜehdeeß;x;x;#NAME?
1;320;10;aus2;darrijis;safe;l;;9;132020aus2ſtahwejis;120ſtahwejis;x;x;#NAME?
1;320;2;aus2;pa⸗jehmis;unsafe;l;;8;132010aus2darrijis;110darrijis;x;x;#NAME?
2;320;28;aus1;peedſim̃is;unsafe;l;;9;13202aus2pa⸗jehmis;12pa⸗jehmis;x;x;#NAME?
1;320;3;aus2;dſin-nis;absolute_trash;l;;10;232028aus1peedſim̃is;228peedſim̃is;x;x;#NAME?
1;320;19;aus2;dehwis;unsafe;l;;8;13203aus2dſin-nis;13dſin-nis;x;x;#NAME?
2;321;25;aus2;bijuſchi;safe;l;;6;132019aus2dehwis;119dehwis;x;x;#NAME?
1;321;20;aus2;bijuẜchi;safe;l;;8;232125aus2bijuſchi;225bijuſchi;x;x;#NAME?
2;321;27;aus2;nomirruſchi;safe;l;;8;132120aus2bijuẜchi;120bijuẜchi;x;x;#NAME?
1;321;15;aus2;runnajis;safe;l;;11;232127aus2nomirruſchi;227nomirruſchi;x;x;#NAME?
1;321;25;aus2;no⸗runnajis;safe;l;;8;132115aus2runnajis;115runnajis;x;x;#NAME?
1;321;3;aus2;teeſẜajis;safe;l;;11;132125aus2no⸗runnajis;125no⸗runnajis;x;x;#NAME?
1;321;14;aus2;bijis;safe;l;;9;13213aus2teeſẜajis;13teeſẜajis;x;x;#NAME?
2;321;4;aus1;peedſim-mis;absolute_trash;l;;5;132114aus2bijis;114bijis;x;x;#NAME?
1;321;3;aus2;ẜa⸗min-nis;absolute_trash;l;;11;23214aus1peedſim-mis;24peedſim-mis;x;x;#NAME?
2;321;18;aus2;aisbahſis;unsafe;l;;10;13213aus2ẜa⸗min-nis;13ẜa⸗min-nis;x;x;#NAME?
1;321;26;aus2;ẜcheeß;unsafe;l;;9;232118aus2aisbahſis;218aisbahſis;x;x;#NAME?
1;322;28;aus2;redſejuẜchi;safe;l;;6;132126aus2ẜcheeß;126ẜcheeß;x;x;#NAME?
1;322;24;aus2;mieļojuẜchi;safe;l;;11;132228aus2redſejuẜchi;128redſejuẜchi;x;x;#NAME?
2;322;28;aus2;Nomirruſchi;safe;l;;11;132224aus2mieļojuẜchi;124mieļojuẜchi;x;x;#NAME?
1;322;11;aus2;bijis;safe;u;;11;232228aus2Nomirruſchi;228Nomirruſchi;x;x;#NAME?
1;322;12;aus2;ißtitʒis;unsafe;l;;5;132211aus2bijis;111bijis;x;x;#NAME?
2;322;25;aus2;wileeß;unsafe;l;?;8;132212aus2ißtitʒis;112ißtitʒis;x;x;#NAME?
2;322;6;aus2;lixeeß;unsafe;l;;6;232225aus2wileeß;225wileeß;x;x;#NAME?
2;322;20;aus2;titʒejiß;safe;l;;6;23226aus2lixeeß;26lixeeß;x;x;#NAME?
2;322;3;aus2;mahʒijiß;safe;l;;8;232220aus2titʒejiß;220titʒejiß;x;x;#NAME?
2;322;24;aus2;kojiß;safe;l;;8;23223aus2mahʒijiß;23mahʒijiß;x;x;#NAME?
2;322;24;aus2;ghrehkojiß;safe;l;;5;232224aus2kojiß;224kojiß;x;x;#NAME?
2;323;18;aus2;dſiewojuẜchi;safe;l;;10;232224aus2ghrehkojiß;224ghrehkojiß;x;x;#NAME?
1;323;7;aus2;pa⸗wehlejis;safe;l;;12;232318aus2dſiewojuẜchi;218dſiewojuẜchi;x;x;#NAME?
2;323;13;aus2;bijis;safe;l;;11;13237aus2pa⸗wehlejis;17pa⸗wehlejis;x;x;#NAME?
1;323;32;aus2;pa⸗jehmis;unsafe;l;;5;232313aus2bijis;213bijis;x;x;#NAME?
1;323;1;aus2;notitʒis;unsafe;l;;9;132332aus2pa⸗jehmis;132pa⸗jehmis;x;x;#NAME?
1;323;5;aus2;baͤhdajeeß;safe;l;?;8;13231aus2notitʒis;11notitʒis;x;x;#NAME?
1;323;25;aus2;Ꞩarrghajeeß;safe;l;?;10;13235aus2baͤhdajeeß;15baͤhdajeeß;x;x;#NAME?
2;323;30;aus2;Attſtahjeeß;safe;l;?;11;132325aus2Ꞩarrghajeeß;125Ꞩarrghajeeß;x;x;#NAME?
2;323;11;aus2;bijiß;safe;u;;11;232330aus2Attſtahjeeß;230Attſtahjeeß;x;x;#NAME?
2;324;24;aus2;pawehlejis;safe;l;;5;232311aus2bijiß;211bijiß;x;x;#NAME?
2;324;27;aus2;noſeedſis;unsafe;l;;10;232424aus2pawehlejis;224pawehlejis;x;x;#NAME?
2;324;4;aus2;kluſẜenahjiß;safe;l;;9;232427aus2noſeedſis;227noſeedſis;x;x;#NAME?
2;324;29;aus2;ghraͤkojiß;safe;l;;12;23244aus2kluſẜenahjiß;24kluſẜenahjiß;x;x;#NAME?
1;325;10;intr;pee⸗aͤhdenajis;safe;l;;10;232429aus2ghraͤkojiß;229ghraͤkojiß;x;0;#NAME?
1;325;1;aus2;bijis;safe;l;;14;132510intrpee⸗aͤhdenajis;110pee⸗aͤhdenajis;x;x;#NAME?
2;325;24;aus2;leelijeeß;safe;l;;5;13251aus2bijis;11bijis;x;x;#NAME?
2;325;8;aus2;dewiß;unsafe;l;;9;232524aus2leelijeeß;224leelijeeß;x;x;#NAME?
2;326;27;aus2;atpeſtijiß;safe;l;;5;23258aus2dewiß;28dewiß;x;x;#NAME?
2;326;2;aus2;Beßkauniß;unsafe;l;;10;232627aus2atpeſtijiß;227atpeſtijiß;x;x;#NAME?
1;327;22;aus1;bijuſẜi;safe;u;;9;23262aus2Beßkauniß;22Beßkauniß;x;x;#NAME?
1;327;4;peri;paſẜaͤhduſchees;safe;l;;7;132722aus1bijuſẜi;122bijuſẜi;x;x;#NAME?
2;327;15;aus2;pawehlejis;safe;l;;15;13274peripaſẜaͤhduſchees;14paſẜaͤhduſchees;x;x;#NAME?
2;327;1;aus2;mielojeeß;safe;l;?;10;232715aus2pawehlejis;215pawehlejis;x;x;#NAME?
2;327;5;aus2;mielojeeß;safe;l;?;9;23271aus2mielojeeß;21mielojeeß;x;x;#NAME?
2;327;9;aus2;mielojeeß;safe;l;?;9;23275aus2mielojeeß;25mielojeeß;x;x;#NAME?
2;327;11;aus2;dſenneeß;unsafe;l;;9;23279aus2mielojeeß;29mielojeeß;x;x;#NAME?
2;327;19;aus2;mielojiß;safe;l;;8;232711aus2dſenneeß;211dſenneeß;x;x;#NAME?
2;327;21;aus2;mielojiß;safe;l;;8;232719aus2mielojiß;219mielojiß;x;x;#NAME?
2;328;14;aus2;pahrklauſẜijuẜchi;safe;l;;8;232721aus2mielojiß;221mielojiß;x;x;#NAME?
2;328;23;aus2;dſimmis;unsafe;l;;17;232814aus2pahrklauſẜijuẜchi;214pahrklauſẜijuẜchi;x;x;#NAME?
1;328;6;aus1;pee⸗dſimmis;unsafe;l;;7;232823aus2dſimmis;223dſimmis;x;x;#NAME?
1;328;3;aus1;tappis;unsafe;l;;11;13286aus1pee⸗dſimmis;16pee⸗dſimmis;x;x;#NAME?
1;328;14;aus1;tappis;unsafe;l;;6;13283aus1tappis;13tappis;x;x;#NAME?
2;328;29;aus2;ẜehdeeß;unsafe;l;?;6;132814aus1tappis;114tappis;x;x;#NAME?
2;328;22;aus2;ʒehleeß;unsafe;l;?;7;232829aus2ẜehdeeß;229ẜehdeeß;x;x;#NAME?
1;328;11;aus1;wedduſẜeeß;safe;l;;7;232822aus2ʒehleeß;222ʒehleeß;x;x;#NAME?
2;328;12;aus2;waiʒajiß;safe;l;;10;132811aus1wedduſẜeeß;111wedduſẜeeß;x;x;#NAME?
2;329;30;aus2;bijuſchi;safe;l;;8;232812aus2waiʒajiß;212waiʒajiß;x;x;#NAME?
1;329;21;aus2;iß⸗allkuſchi;safe;l;;8;232930aus2bijuſchi;230bijuſchi;x;x;#NAME?
1;329;22;aus2;iß⸗klieduſchas;safe;l;;12;132921aus2iß⸗allkuſchi;121iß⸗allkuſchi;x;x;#NAME?
1;329;4;aus1;pe⸗aͤdenajis;safe;l;;14;132922aus2iß⸗klieduſchas;122iß⸗klieduſchas;x;x;#NAME?
1;329;8;aus1;pee⸗aͤhdenajis;safe;l;;12;13294aus1pe⸗aͤdenajis;14pe⸗aͤdenajis;x;x;#NAME?
1;329;9;aus1;attlitʒenajis;safe;l;;14;13298aus1pee⸗aͤhdenajis;18pee⸗aͤhdenajis;x;x;#NAME?
1;329;1;aus1;darrijis;safe;l;;13;13299aus1attlitʒenajis;19attlitʒenajis;x;x;#NAME?
2;329;25;aus2;ẜatʒijis;safe;l;;8;13291aus1darrijis;11darrijis;x;x;#NAME?
2;329;28;aus2;pahrkahpis;unsafe;l;;8;232925aus2ẜatʒijis;225ẜatʒijis;x;x;#NAME?
1;329;30;aus2;nahʒis;unsafe;l;;10;232928aus2pahrkahpis;228pahrkahpis;x;x;#NAME?
2;329;8;aus2;ẜautʒis;unsafe;l;;6;132930aus2nahʒis;130nahʒis;x;x;#NAME?
2;329;6;aus2;ẜautʒiß;unsafe;l;;7;23298aus2ẜautʒis;28ẜautʒis;x;x;#NAME?
1;330;5;aus2;redſejuẜchi;safe;l;;7;23296aus2ẜautʒiß;26ẜautʒiß;x;x;#NAME?
2;330;10;aus2;tappuſchi;safe;l;;11;13305aus2redſejuẜchi;15redſejuẜchi;x;x;#NAME?
1;330;20;aus2;daͤhwuſchi;safe;l;;9;233010aus2tappuſchi;210tappuſchi;x;x;#NAME?
2;330;7;aus2;nahkuſẜi;safe;l;;10;133020aus2daͤhwuſchi;120daͤhwuſchi;x;x;#NAME?
2;330;9;aus2;nahkuſẜi;safe;l;;8;23307aus2nahkuſẜi;27nahkuſẜi;x;x;#NAME?
1;330;5;aus2;ais⸗ghajis;safe;l;;8;23309aus2nahkuſẜi;29nahkuſẜi;x;x;#NAME?
2;330;13;aus2;warrejis;safe;l;;10;13305aus2ais⸗ghajis;15ais⸗ghajis;x;x;#NAME?
2;330;23;aus2;warrejis;safe;l;;8;233013aus2warrejis;213warrejis;x;x;#NAME?
2;330;24;aus2;warrejis;safe;l;;8;233023aus2warrejis;223warrejis;x;x;#NAME?
2;330;2;aus2;darrijis;safe;l;;8;233024aus2warrejis;224warrejis;x;x;#NAME?
2;330;1;aus2;usjehmis;unsafe;l;;8;23302aus2darrijis;22darrijis;x;x;#NAME?
1;330;2;aus2;pahrkahpis;unsafe;l;;8;23301aus2usjehmis;21usjehmis;x;x;#NAME?
2;330;1;aus2;tappis;unsafe;l;;10;13302aus2pahrkahpis;12pahrkahpis;x;x;#NAME?
2;330;3;aus2;tappis;unsafe;l;;6;23301aus2tappis;21tappis;x;x;#NAME?
2;330;12;aus2;tappis;unsafe;l;;6;23303aus2tappis;23tappis;x;x;#NAME?
2;330;17;aus2;nomirris;unsafe;l;;6;233012aus2tappis;212tappis;x;x;#NAME?
2;330;3;aus2;nahʒis;unsafe;l;;8;233017aus2nomirris;217nomirris;x;x;#NAME?
2;330;27;aus2;litʒis;unsafe;l;;6;23303aus2nahʒis;23nahʒis;x;x;#NAME?
1;330;2;aus2;ee⸗metteeß;unsafe;l;?;6;233027aus2litʒis;227litʒis;x;x;#NAME?
1;330;6;aus2;dehweeß;unsafe;l;?;10;13302aus2ee⸗metteeß;12ee⸗metteeß;x;x;#NAME?
1;331;2;aus2;iß⸗ghajis;safe;l;;7;13306aus2dehweeß;16dehweeß;x;x;#NAME?
2;331;13;aus2;apkaitenajis;safe;l;;9;13312aus2iß⸗ghajis;12iß⸗ghajis;x;x;#NAME?
2;331;29;aus2;pawehlejis;safe;l;;12;233113aus2apkaitenajis;213apkaitenajis;x;x;#NAME?
2;331;24;aus2;ẜuhtijis;safe;l;;10;233129aus2pawehlejis;229pawehlejis;x;x;#NAME?
2;331;21;aus2;mieļojis;safe;l;;8;233124aus2ẜuhtijis;224ẜuhtijis;x;x;#NAME?
1;331;9;aus2;nahʒis;unsafe;l;;8;233121aus2mieļojis;221mieļojis;x;x;#NAME?
1;331;7;aus2;nah-ʒis;absolute_trash;l;;6;13319aus2nahʒis;19nahʒis;x;x;#NAME?
1;331;5;aus2;ẜarrghajeeß;safe;l;?;7;13317aus2nah-ʒis;17nah-ʒis;x;x;#NAME?
1;331;3;aus2;Ꞩarrghajeeß;safe;l;?;11;13315aus2ẜarrghajeeß;15ẜarrghajeeß;x;x;#NAME?
2;331;23;aus2;attradijuſẜeeß;safe;l;;11;13313aus2Ꞩarrghajeeß;13Ꞩarrghajeeß;x;x;#NAME?
2;331;11;aus2;laͤhkuſẜeeß;safe;l;;14;233123aus2attradijuſẜeeß;223attradijuſẜeeß;x;x;#NAME?
1;331;15;aus2;pee⸗jemÞeeß;unsafe;l;?;11;233111aus2laͤhkuſẜeeß;211laͤhkuſẜeeß;x;x;#NAME?
2;331;22;aus2;nodehweeß;unsafe;u;?;11;133115aus2pee⸗jemÞeeß;115pee⸗jemÞeeß;x;x;#NAME?
1;331;6;aus2;lee-ʒeeß;absolute_trash;l;;9;233122aus2nodehweeß;222nodehweeß;x;x;#NAME?
2;331;17;aus2;attpirʒeeß;unsafe;l;;8;13316aus2lee-ʒeeß;16lee-ʒeeß;x;x;#NAME?
1;331;10;aus2;paſuddiß;unsafe;l;;10;233117aus2attpirʒeeß;217attpirʒeeß;x;x;#NAME?
2;332;22;aus2;ghullejuẜchi;safe;l;;8;133110aus2paſuddiß;110paſuddiß;x;x;#NAME?
2;332;15;aus2;pee⸗nagglojuẜchi;safe;l;;12;233222aus2ghullejuẜchi;222ghullejuẜchi;x;x;#NAME?
2;332;19;aus2;braͤhkuſchi;safe;l;;16;233215aus2pee⸗nagglojuẜchi;215pee⸗nagglojuẜchi;x;x;#NAME?
2;332;17;aus2;pee⸗ẜittuſchi;safe;l;;11;233219aus2braͤhkuſchi;219braͤhkuſchi;x;x;#NAME?
2;332;19;aus2;jis;trash;l;;13;233217aus2pee⸗ẜittuſchi;217pee⸗ẜittuſchi;x;x;#NAME?
2;332;4;aus2;pa⸗wehlejis;safe;l;;3;233219aus2jis;219jis;x;x;#NAME?
2;332;18;aus2;pa⸗wehlejis;safe;l;;11;23324aus2pa⸗wehlejis;24pa⸗wehlejis;x;x;#NAME?
2;332;21;aus2;warrejis;safe;l;;11;233218aus2pa⸗wehlejis;218pa⸗wehlejis;x;x;#NAME?
1;332;2;aus2;bijis;safe;l;;8;233221aus2warrejis;221warrejis;x;x;#NAME?
1;332;3;aus2;klauſẜijis;safe;l;;5;13322aus2bijis;12bijis;x;x;#NAME?
2;332;28;aus2;atpeſtijis;safe;l;;10;13323aus2klauſẜijis;13klauſẜijis;x;x;#NAME?
2;332;27;aus2;pa⸗jehmis;unsafe;l;;10;233228aus2atpeſtijis;228atpeſtijis;x;x;#NAME?
2;332;9;aus2;dehwis;unsafe;l;;9;233227aus2pa⸗jehmis;227pa⸗jehmis;x;x;#NAME?
1;333;26;aus2;mahʒijuſchees;safe;l;;6;23329aus2dehwis;29dehwis;x;x;#NAME?
1;333;20;aus2;pee⸗aͤhdenajis;safe;l;;13;133326aus2mahʒijuſchees;126mahʒijuſchees;x;x;#NAME?
1;334;22;aus2;warrejuſchi;safe;l;;14;133320aus2pee⸗aͤhdenajis;120pee⸗aͤhdenajis;x;x;#NAME?
1;334;28;aus2;warrejuſchi;safe;l;;11;133422aus2warrejuſchi;122warrejuſchi;x;x;#NAME?
1;334;1;aus2;bijuſẜi;safe;l;;11;133428aus2warrejuſchi;128warrejuſchi;x;x;#NAME?
2;334;21;peri;dewis;unsafe;l;;7;13341aus2bijuſẜi;11bijuſẜi;x;x;#NAME?
1;335;30;aus2;aͤhdis;unsafe;l;;5;233421peridewis;221dewis;x;x;#NAME?
1;335;20;aus2;usmohdis;unsafe;l;;6;133530aus2aͤhdis;130aͤhdis;x;x;#NAME?
1;335;12;aus2;ee⸗ſtrahdajis;safe;l;;8;133520aus2usmohdis;120usmohdis;x;x;#NAME?
1;335;3;aus2;bijis;safe;l;;13;133512aus2ee⸗ſtrahdajis;112ee⸗ſtrahdajis;x;x;#NAME?
1;335;24;aus2;dſehris;unsafe;l;;5;13353aus2bijis;13bijis;x;x;#NAME?
1;335;24;aus2;ißdſehris;unsafe;l;;7;133524aus2dſehris;124dſehris;x;x;#NAME?
2;335;10;aus1;dehwis;unsafe;l;;9;133524aus2ißdſehris;124ißdſehris;x;x;#NAME?
1;335;11;aus2;abdomajeeß;safe;l;?;6;233510aus1dehwis;210dehwis;x;x;#NAME?
2;336;11;aus2;bijuẜchi;safe;l;;10;133511aus2abdomajeeß;111abdomajeeß;x;x;#NAME?
1;336;2;aus2;pa⸗ghajuſẜi;safe;l;;8;233611aus2bijuẜchi;211bijuẜchi;x;x;#NAME?
1;336;1;aus2;bijuſẜi;safe;l;;11;13362aus2pa⸗ghajuſẜi;12pa⸗ghajuſẜi;x;x;#NAME?
2;336;22;aus2;darrijis;safe;l;;7;13361aus2bijuſẜi;11bijuſẜi;x;x;#NAME?
2;336;22;aus2;ghraͤkojis;safe;l;;8;233622aus2darrijis;222darrijis;x;x;#NAME?
1;336;4;aus2;dabbuis;unsafe;l;fut?;10;233622aus2ghraͤkojis;222ghraͤkojis;x;x;#NAME?
1;337;2;aus2;bijuẜchi;safe;l;;7;13364aus2dabbuis;14dabbuis;x;x;#NAME?
1;337;17;aus2;juſẜi;safe;l;;8;13372aus2bijuẜchi;12bijuẜchi;x;x;#NAME?
2;337;5;aus2;dſimmis;unsafe;l;;5;133717aus2juſẜi;117juſẜi;x;x;#NAME?
1;337;4;aus2;nahxeeß;unsafe;l;;7;23375aus2dſimmis;25dſimmis;x;x;#NAME?
1;338;3;aus2;litʒis;unsafe;l;;7;13374aus2nahxeeß;14nahxeeß;x;x;#NAME?
2;339;3;aus2;nopellnijuſchi;safe;l;;6;13383aus2litʒis;13litʒis;x;x;#NAME?
2;339;6;aus2;tappujuẜchi;safe;l;;14;23393aus2nopellnijuſchi;23nopellnijuſchi;x;x;#NAME?
